id,left (arch),left (os),left (compiler),right (arch),right (os),right (compiler),cosine,dice,euclidean,jaccard,lcs,levenshtein,simpson,weighted-jaccard
12,amd64,darwin,clang,amd64,windows,gcc,0.520999,0.503870,0.412598,0.457209,0.331462,0.261158,0.567568,0.342954
120,amd64,darwin,rs-pure,arm64,darwin,rs-sys,0.927325,0.917521,0.849291,0.881555,0.775432,0.686250,0.965426,0.802752
121,amd64,darwin,rs-pure,arm64,darwin,tgo,0.243312,0.229133,0.203985,0.202278,0.174252,0.139711,0.289774,0.169166
122,amd64,darwin,rs-pure,arm64,linux,clang,0.019029,0.018660,0.016300,0.017243,0.012501,0.009924,0.020510,0.013519
123,amd64,darwin,rs-pure,arm64,linux,gcc,0.022580,0.021653,0.019150,0.019684,0.014433,0.011379,0.024319,0.015592
124,amd64,darwin,rs-pure,arm64,linux,go,0.578272,0.604873,0.435414,0.521048,0.316508,0.228837,0.736584,0.335844
125,amd64,darwin,rs-pure,arm64,linux,rs-pure,0.934671,0.923972,0.833164,0.873682,0.753307,0.648302,0.990917,0.774101
126,amd64,darwin,rs-pure,arm64,linux,rs-sys,0.920977,0.910136,0.820668,0.860428,0.740015,0.636581,0.975974,0.761247
127,amd64,darwin,rs-pure,arm64,linux,tgo,0.291046,0.273286,0.240386,0.237424,0.199725,0.157088,0.355406,0.192403
128,amd64,darwin,rs-pure,arm64,windows,clang,0.668239,0.641713,0.547434,0.563256,0.422674,0.321827,0.760914,0.434290
129,amd64,darwin,rs-pure,arm64,windows,gcc,0.028936,0.027819,0.024679,0.025198,0.018460,0.014427,0.031351,0.020173
13,amd64,darwin,clang,amd64,windows,go,0.025166,0.023570,0.021335,0.021054,0.016075,0.012455,0.027085,0.017351
130,amd64,darwin,rs-pure,arm64,windows,go,0.456567,0.441726,0.371918,0.392925,0.252725,0.184781,0.509522,0.288403
131,amd64,darwin,rs-pure,arm64,windows,msvc,0.035564,0.033694,0.030824,0.030571,0.023902,0.019135,0.038090,0.025661
132,amd64,darwin,rs-pure,arm64,windows,rs-pure,0.155442,0.153415,0.129586,0.140446,0.107159,0.087414,0.171327,0.106590
133,amd64,darwin,rs-pure,arm64,windows,rs-sys,0.158933,0.156604,0.132492,0.143191,0.109561,0.089342,0.175205,0.108926
134,amd64,darwin,rs-sys,amd64,darwin,tgo,0.157144,0.153319,0.134259,0.140281,0.102051,0.080459,0.170971,0.111110
135,amd64,darwin,rs-sys,amd64,linux,clang,0.018713,0.018229,0.015935,0.016785,0.012177,0.009701,0.020184,0.013137
136,amd64,darwin,rs-sys,amd64,linux,gcc,0.020672,0.019885,0.017798,0.018136,0.013145,0.010291,0.022262,0.014626
137,amd64,darwin,rs-sys,amd64,linux,go,0.663669,0.630650,0.545412,0.545274,0.401464,0.299640,0.763420,0.423136
138,amd64,darwin,rs-sys,amd64,linux,rs-pure,0.820752,0.842922,0.696208,0.756422,0.682886,0.579629,0.970802,0.614461
139,amd64,darwin,rs-sys,amd64,linux,rs-sys,0.818861,0.845155,0.694291,0.759292,0.685504,0.582287,0.965974,0.614109
14,amd64,darwin,clang,amd64,windows,msvc,0.431746,0.407469,0.345841,0.364035,0.275570,0.213921,0.470149,0.282277
140,amd64,darwin,rs-sys,amd64,linux,tgo,0.184300,0.182068,0.154507,0.163809,0.117387,0.091254,0.208074,0.124699
141,amd64,darwin,rs-sys,amd64,windows,clang,0.562164,0.543716,0.467828,0.488009,0.355644,0.272533,0.622737,0.378428
142,amd64,darwin,rs-sys,amd64,windows,gcc,0.030330,0.029385,0.025912,0.026740,0.019593,0.015226,0.032947,0.021378
143,amd64,darwin,rs-sys,amd64,windows,go,0.605848,0.576106,0.496274,0.499897,0.359798,0.264728,0.690402,0.384369
144,amd64,darwin,rs-sys,amd64,windows,msvc,0.036928,0.035695,0.031639,0.032722,0.024615,0.019676,0.039774,0.026533
145,amd64,darwin,rs-sys,amd64,windows,rs-pure,0.135771,0.133810,0.113812,0.123448,0.095573,0.079689,0.147977,0.094808
146,amd64,darwin,rs-sys,amd64,windows,rs-sys,0.139038,0.136912,0.116599,0.126239,0.097908,0.081626,0.151538,0.097076
147,amd64,darwin,rs-sys,arm64,darwin,clang,0.017763,0.017262,0.015152,0.015909,0.011535,0.009081,0.018997,0.012404
148,amd64,darwin,rs-sys,arm64,darwin,gcc,0.019093,0.018340,0.016158,0.016698,0.011806,0.009007,0.020481,0.012927
149,amd64,darwin,rs-sys,arm64,darwin,go,0.590674,0.611810,0.443642,0.527114,0.325946,0.236428,0.747390,0.343056
15,amd64,darwin,clang,amd64,windows,rs-pure,0.002576,0.002474,0.002215,0.002250,0.001695,0.001342,0.002767,0.001822
150,amd64,darwin,rs-sys,arm64,darwin,rs-pure,0.947889,0.938589,0.865422,0.900280,0.789455,0.698125,0.990205,0.816406
151,amd64,darwin,rs-sys,arm64,darwin,rs-sys,0.938731,0.929471,0.860458,0.893173,0.789056,0.699589,0.978035,0.815293
152,amd64,darwin,rs-sys,arm64,darwin,tgo,0.246860,0.232304,0.207067,0.205138,0.176831,0.141767,0.293559,0.171747
153,amd64,darwin,rs-sys,arm64,linux,clang,0.019294,0.018979,0.016525,0.017593,0.012699,0.010073,0.020778,0.013714
154,amd64,darwin,rs-sys,arm64,linux,gcc,0.022903,0.021985,0.019443,0.020024,0.014713,0.011576,0.024636,0.015854
155,amd64,darwin,rs-sys,arm64,linux,go,0.584103,0.611698,0.437339,0.526296,0.319309,0.230801,0.746204,0.337546
156,amd64,darwin,rs-sys,arm64,linux,rs-pure,0.938418,0.927283,0.832749,0.875668,0.750931,0.645999,0.996144,0.771353
157,amd64,darwin,rs-sys,arm64,linux,rs-sys,0.932726,0.921950,0.831641,0.871643,0.753020,0.649219,0.988721,0.773206
158,amd64,darwin,rs-sys,arm64,linux,tgo,0.295400,0.277041,0.243966,0.240852,0.202632,0.159505,0.360047,0.195255
159,amd64,darwin,rs-sys,arm64,windows,clang,0.676863,0.650340,0.554756,0.570901,0.429016,0.326867,0.770852,0.440444
16,amd64,darwin,clang,amd64,windows,rs-sys,0.002638,0.002536,0.002266,0.002308,0.001740,0.001377,0.002834,0.001862
160,amd64,darwin,rs-sys,arm64,windows,gcc,0.029324,0.028247,0.025022,0.025631,0.018722,0.014616,0.031760,0.020472
161,amd64,darwin,rs-sys,arm64,windows,go,0.461788,0.447139,0.375092,0.397520,0.255654,0.186974,0.516177,0.290876
162,amd64,darwin,rs-sys,arm64,windows,msvc,0.036050,0.034264,0.031279,0.031174,0.024277,0.019450,0.038587,0.026105
163,amd64,darwin,rs-sys,arm64,windows,rs-pure,0.153689,0.151756,0.128304,0.139141,0.106209,0.086743,0.169114,0.105812
164,amd64,darwin,rs-sys,arm64,windows,rs-sys,0.157145,0.154927,0.131185,0.141891,0.108610,0.088673,0.172944,0.108140
165,amd64,darwin,tgo,amd64,linux,clang,0.105347,0.100957,0.087052,0.089707,0.065785,0.050053,0.118056,0.068710
166,amd64,darwin,tgo,amd64,linux,gcc,0.117283,0.113660,0.098241,0.102281,0.073248,0.055684,0.130208,0.077841
167,amd64,darwin,tgo,amd64,linux,go,0.203837,0.195063,0.172426,0.175001,0.129613,0.101265,0.223950,0.140247
168,amd64,darwin,tgo,amd64,linux,rs-pure,0.147446,0.144114,0.124198,0.126612,0.092619,0.070038,0.170062,0.097989
169,amd64,darwin,tgo,amd64,linux,rs-sys,0.149713,0.146526,0.126173,0.128830,0.094216,0.071324,0.172610,0.099605
17,amd64,darwin,clang,arm64,darwin,clang,0.938009,0.923674,0.849311,0.878417,0.785457,0.690252,0.984375,0.807818
170,amd64,darwin,tgo,amd64,linux,tgo,0.731148,0.751206,0.630362,0.698687,0.617788,0.528952,0.821683,0.573220
171,amd64,darwin,tgo,amd64,windows,clang,0.250982,0.244788,0.213628,0.222783,0.160980,0.125056,0.274547,0.175351
172,amd64,darwin,tgo,amd64,windows,gcc,0.173040,0.167301,0.145695,0.149433,0.110808,0.085046,0.192708,0.117105
173,amd64,darwin,tgo,amd64,windows,go,0.224339,0.213310,0.189553,0.190263,0.141491,0.108894,0.247635,0.153179
174,amd64,darwin,tgo,amd64,windows,msvc,0.211108,0.200311,0.174508,0.178313,0.135992,0.106170,0.232639,0.139982
175,amd64,darwin,tgo,amd64,windows,rs-pure,0.023415,0.022919,0.020125,0.021121,0.015604,0.012522,0.025300,0.016890
176,amd64,darwin,tgo,amd64,windows,rs-sys,0.023975,0.023462,0.020636,0.021617,0.015993,0.012830,0.025909,0.017323
177,amd64,darwin,tgo,arm64,darwin,clang,0.102950,0.097497,0.084553,0.087841,0.063423,0.049732,0.111111,0.067648
178,amd64,darwin,tgo,arm64,darwin,gcc,0.110141,0.105044,0.090149,0.094314,0.064933,0.049746,0.119792,0.070038
179,amd64,darwin,tgo,arm64,darwin,go,0.197937,0.199212,0.161630,0.178612,0.118484,0.089344,0.228753,0.126279
18,amd64,darwin,clang,arm64,darwin,gcc,0.856142,0.808696,0.684343,0.741096,0.549583,0.437145,0.913043,0.595663
180,amd64,darwin,tgo,arm64,darwin,rs-pure,0.158404,0.155257,0.135345,0.142455,0.102719,0.080572,0.172662,0.112023
181,amd64,darwin,tgo,arm64,darwin,rs-sys,0.160357,0.157214,0.136942,0.144252,0.103915,0.081534,0.174810,0.113337
182,amd64,darwin,tgo,arm64,darwin,tgo,0.546715,0.535265,0.481883,0.500396,0.437882,0.371726,0.582406,0.439560
183,amd64,darwin,tgo,arm64,linux,clang,0.108894,0.105617,0.090575,0.094817,0.068352,0.052295,0.121528,0.072793
184,amd64,darwin,tgo,arm64,linux,gcc,0.129144,0.124857,0.105925,0.111705,0.080423,0.061551,0.144097,0.083596
185,amd64,darwin,tgo,arm64,linux,go,0.198304,0.196680,0.162303,0.174743,0.119975,0.091103,0.229117,0.126503
186,amd64,darwin,tgo,arm64,linux,rs-pure,0.156633,0.153471,0.133787,0.140979,0.101346,0.079734,0.170313,0.110636
187,amd64,darwin,tgo,arm64,linux,rs-sys,0.159049,0.155862,0.135800,0.143195,0.102876,0.081067,0.172921,0.112253
188,amd64,darwin,tgo,arm64,linux,tgo,0.426322,0.423482,0.364409,0.386219,0.314456,0.254854,0.474856,0.311959
189,amd64,darwin,tgo,arm64,windows,clang,0.202214,0.197502,0.171005,0.179672,0.129197,0.100728,0.221794,0.139800
19,amd64,darwin,clang,arm64,darwin,go,0.023165,0.021921,0.019061,0.019664,0.013985,0.010636,0.025020,0.015418
190,amd64,darwin,tgo,arm64,windows,gcc,0.167564,0.161708,0.140718,0.144727,0.105951,0.081954,0.185764,0.111975
191,amd64,darwin,tgo,arm64,windows,go,0.291277,0.283285,0.244007,0.252224,0.175796,0.133051,0.331225,0.193532
192,amd64,darwin,tgo,arm64,windows,msvc,0.204570,0.190412,0.168798,0.167404,0.130961,0.101894,0.224392,0.134101
193,amd64,darwin,tgo,arm64,windows,rs-pure,0.026747,0.026261,0.023068,0.024247,0.017868,0.014340,0.028914,0.019301
194,amd64,darwin,tgo,arm64,windows,rs-sys,0.027369,0.026848,0.023622,0.024788,0.018279,0.014656,0.029569,0.019754
195,amd64,linux,clang,amd64,linux,gcc,0.849446,0.811480,0.710045,0.746731,0.603631,0.501783,0.906667,0.623888
196,amd64,linux,clang,amd64,linux,go,0.024302,0.023266,0.020426,0.020997,0.015400,0.012294,0.026439,0.016689
197,amd64,linux,clang,amd64,linux,rs-pure,0.018390,0.017986,0.015926,0.016486,0.012395,0.010103,0.020077,0.013215
198,amd64,linux,clang,amd64,linux,rs-sys,0.018680,0.018309,0.016180,0.016814,0.012625,0.010304,0.020378,0.013478
199,amd64,linux,clang,amd64,linux,tgo,0.089114,0.084888,0.073173,0.076399,0.056034,0.044655,0.097004,0.058274
2,amd64,darwin,clang,amd64,darwin,rs-pure,0.017138,0.016461,0.014517,0.014942,0.010992,0.008479,0.018459,0.011753
20,amd64,darwin,clang,arm64,darwin,rs-pure,0.017484,0.016849,0.014662,0.015317,0.011026,0.008637,0.018885,0.011758
200,amd64,linux,clang,amd64,windows,clang,0.030621,0.030576,0.027075,0.029095,0.024962,0.021618,0.032412,0.024615
201,amd64,linux,clang,amd64,windows,gcc,0.572814,0.554349,0.470224,0.511939,0.392868,0.319501,0.612613,0.405029
202,amd64,linux,clang,amd64,windows,go,0.026882,0.025654,0.023062,0.023127,0.017513,0.013935,0.029235,0.018880
203,amd64,linux,clang,amd64,windows,msvc,0.450388,0.438692,0.361161,0.392861,0.296244,0.227093,0.507463,0.297291
204,amd64,linux,clang,amd64,windows,rs-pure,0.002750,0.002674,0.002371,0.002440,0.001851,0.001500,0.002987,0.001966
205,amd64,linux,clang,amd64,windows,rs-sys,0.002816,0.002741,0.002429,0.002503,0.001896,0.001536,0.003059,0.002015
206,amd64,linux,clang,arm64,darwin,clang,0.849454,0.855959,0.757283,0.799736,0.685769,0.588418,0.941176,0.701209
207,amd64,linux,clang,arm64,darwin,gcc,0.850294,0.817245,0.652933,0.738171,0.528504,0.410489,0.985507,0.552417
208,amd64,linux,clang,arm64,darwin,go,0.024990,0.024057,0.020701,0.021934,0.015787,0.012482,0.027006,0.016831
209,amd64,linux,clang,arm64,darwin,rs-pure,0.018777,0.018340,0.015898,0.016863,0.012241,0.009829,0.020384,0.013034
21,amd64,darwin,clang,arm64,darwin,rs-sys,0.017733,0.017128,0.014907,0.015625,0.011267,0.008791,0.019120,0.011984
210,amd64,linux,clang,arm64,darwin,rs-sys,0.019021,0.018645,0.016123,0.017203,0.012429,0.009969,0.020637,0.013212
211,amd64,linux,clang,arm64,darwin,tgo,0.062047,0.060268,0.051647,0.054347,0.040233,0.031880,0.068756,0.041281
212,amd64,linux,clang,arm64,linux,clang,0.930209,0.918365,0.835118,0.882963,0.778946,0.700514,0.971429,0.803568
213,amd64,linux,clang,arm64,linux,gcc,0.771272,0.727487,0.638330,0.665008,0.529782,0.431718,0.819277,0.549847
214,amd64,linux,clang,arm64,linux,go,0.024651,0.023716,0.020454,0.021367,0.015585,0.012338,0.027049,0.016499
215,amd64,linux,clang,arm64,linux,rs-pure,0.018628,0.018089,0.015900,0.016618,0.012389,0.010034,0.020106,0.013166
216,amd64,linux,clang,arm64,linux,rs-sys,0.018910,0.018439,0.016169,0.017000,0.012615,0.010201,0.020414,0.013394
217,amd64,linux,clang,arm64,linux,tgo,0.051717,0.049217,0.042685,0.044343,0.033056,0.026763,0.056059,0.034142
218,amd64,linux,clang,arm64,windows,clang,0.024343,0.024546,0.020394,0.023287,0.017255,0.014152,0.026184,0.017528
219,amd64,linux,clang,arm64,windows,gcc,0.596309,0.567400,0.490375,0.519524,0.401428,0.327214,0.635514,0.423776
22,amd64,darwin,clang,arm64,darwin,tgo,0.058317,0.055352,0.047297,0.049368,0.036465,0.027984,0.063701,0.037141
220,amd64,linux,clang,arm64,windows,go,0.035899,0.034426,0.029751,0.031144,0.022743,0.018122,0.039103,0.024035
221,amd64,linux,clang,arm64,windows,msvc,0.458723,0.453518,0.364781,0.405073,0.296674,0.231155,0.523077,0.292763
222,amd64,linux,clang,arm64,windows,rs-pure,0.003148,0.003051,0.002677,0.002782,0.002111,0.001696,0.003413,0.002172
223,amd64,linux,clang,arm64,windows,rs-sys,0.003219,0.003123,0.002734,0.002850,0.002160,0.001733,0.003491,0.002222
224,amd64,linux,gcc,amd64,linux,go,0.026964,0.026079,0.023099,0.023796,0.017351,0.013536,0.029160,0.018936
225,amd64,linux,gcc,amd64,linux,rs-pure,0.020117,0.019352,0.017299,0.017396,0.013056,0.010520,0.022143,0.013852
226,amd64,linux,gcc,amd64,linux,rs-sys,0.020435,0.019674,0.017557,0.017705,0.013277,0.010719,0.022475,0.014069
227,amd64,linux,gcc,amd64,linux,tgo,0.098833,0.093688,0.082716,0.084229,0.062662,0.049243,0.106990,0.065783
228,amd64,linux,gcc,amd64,windows,clang,0.033501,0.033111,0.028792,0.031076,0.022116,0.017350,0.035748,0.024308
229,amd64,linux,gcc,amd64,windows,gcc,0.649445,0.638911,0.580106,0.610985,0.535721,0.462549,0.675676,0.539274
23,amd64,darwin,clang,arm64,linux,clang,0.823662,0.826222,0.724321,0.774155,0.657993,0.561337,0.900000,0.675417
230,amd64,linux,gcc,amd64,windows,go,0.029808,0.028910,0.025576,0.026504,0.019112,0.014923,0.032244,0.020991
231,amd64,linux,gcc,amd64,windows,msvc,0.494951,0.489045,0.411621,0.440060,0.328727,0.253382,0.559701,0.332010
232,amd64,linux,gcc,amd64,windows,rs-pure,0.003045,0.002995,0.002656,0.002773,0.002005,0.001613,0.003294,0.002226
233,amd64,linux,gcc,amd64,windows,rs-sys,0.003119,0.003073,0.002717,0.002848,0.002056,0.001655,0.003374,0.002278
234,amd64,linux,gcc,arm64,darwin,clang,0.765462,0.731858,0.620164,0.655694,0.500596,0.386947,0.853333,0.520744
235,amd64,linux,gcc,arm64,darwin,gcc,0.825500,0.819898,0.713084,0.752799,0.635801,0.518403,0.920000,0.652396
236,amd64,linux,gcc,arm64,darwin,go,0.027616,0.026681,0.023334,0.024420,0.017425,0.013716,0.029786,0.018769
237,amd64,linux,gcc,arm64,darwin,rs-pure,0.020844,0.020073,0.017822,0.018325,0.013383,0.010569,0.022482,0.014681
238,amd64,linux,gcc,arm64,darwin,rs-sys,0.021109,0.020382,0.018075,0.018653,0.013564,0.010711,0.022762,0.014898
239,amd64,linux,gcc,arm64,darwin,tgo,0.069268,0.067365,0.058298,0.061341,0.044338,0.034893,0.075834,0.047045
24,amd64,darwin,clang,arm64,linux,gcc,0.694013,0.652754,0.554984,0.582335,0.450682,0.346888,0.759036,0.464363
240,amd64,linux,gcc,arm64,linux,clang,0.863347,0.821276,0.723855,0.750592,0.601914,0.483977,0.933333,0.625522
241,amd64,linux,gcc,arm64,linux,gcc,0.867338,0.848011,0.795340,0.809962,0.721471,0.637266,0.903614,0.745199
242,amd64,linux,gcc,arm64,linux,go,0.027188,0.026553,0.022928,0.024157,0.017406,0.013642,0.029833,0.018501
243,amd64,linux,gcc,arm64,linux,rs-pure,0.020627,0.019848,0.017697,0.018148,0.013405,0.010647,0.022176,0.014660
244,amd64,linux,gcc,arm64,linux,rs-sys,0.020946,0.020238,0.017976,0.018569,0.013612,0.010825,0.022516,0.014899
245,amd64,linux,gcc,arm64,linux,tgo,0.057349,0.054607,0.048280,0.049397,0.036428,0.029179,0.061830,0.038839
246,amd64,linux,gcc,arm64,windows,clang,0.026986,0.026816,0.023389,0.025237,0.018171,0.014652,0.028879,0.019947
247,amd64,linux,gcc,arm64,windows,gcc,0.670251,0.650844,0.599420,0.614116,0.528946,0.449928,0.700935,0.553425
248,amd64,linux,gcc,arm64,windows,go,0.039662,0.038602,0.033844,0.035299,0.025337,0.019779,0.043128,0.027747
249,amd64,linux,gcc,arm64,windows,msvc,0.505366,0.501841,0.412349,0.448537,0.330108,0.255715,0.576923,0.332004
25,amd64,darwin,clang,arm64,linux,go,0.023226,0.021735,0.019034,0.019365,0.014130,0.010938,0.025060,0.015237
250,amd64,linux,gcc,arm64,windows,rs-pure,0.003483,0.003402,0.003004,0.003134,0.002304,0.001837,0.003765,0.002476
251,amd64,linux,gcc,arm64,windows,rs-sys,0.003565,0.003487,0.003069,0.003217,0.002357,0.001879,0.003850,0.002533
252,amd64,linux,go,amd64,linux,rs-pure,0.652961,0.606409,0.552247,0.514361,0.385963,0.284544,0.735357,0.417517
253,amd64,linux,go,amd64,linux,rs-sys,0.662201,0.615023,0.559989,0.521460,0.391246,0.288495,0.745745,0.423117
254,amd64,linux,go,amd64,linux,tgo,0.239852,0.233852,0.201172,0.207895,0.151693,0.116951,0.272551,0.161168
255,amd64,linux,go,amd64,windows,clang,0.700690,0.663940,0.578229,0.571824,0.420934,0.311636,0.814543,0.444783
256,amd64,linux,go,amd64,windows,gcc,0.039459,0.038143,0.033700,0.034467,0.025967,0.020726,0.043157,0.027705
257,amd64,linux,go,amd64,windows,go,0.893864,0.891991,0.863671,0.882421,0.850363,0.829370,0.904355,0.845731
258,amd64,linux,go,amd64,windows,msvc,0.047706,0.045991,0.040557,0.041680,0.032033,0.025399,0.052100,0.033230
259,amd64,linux,go,amd64,windows,rs-pure,0.103386,0.098470,0.087551,0.087956,0.066452,0.051837,0.112968,0.069877
26,amd64,darwin,clang,arm64,linux,rs-pure,0.017405,0.016585,0.014729,0.015050,0.011211,0.008897,0.018628,0.011929
260,amd64,linux,go,amd64,windows,rs-sys,0.105878,0.100683,0.089687,0.089833,0.068112,0.053125,0.115687,0.071580
261,amd64,linux,go,arm64,darwin,clang,0.023264,0.021990,0.019551,0.019874,0.014933,0.011841,0.024883,0.015991
262,amd64,linux,go,arm64,darwin,gcc,0.024841,0.023802,0.020721,0.021533,0.015372,0.011873,0.026827,0.016668
263,amd64,linux,go,arm64,darwin,go,0.767873,0.855334,0.572738,0.778089,0.509538,0.377325,0.979005,0.463537
264,amd64,linux,go,arm64,darwin,rs-pure,0.667659,0.639424,0.548455,0.553762,0.402571,0.300784,0.770964,0.425313
265,amd64,linux,go,arm64,darwin,rs-sys,0.674687,0.646625,0.554061,0.559596,0.407398,0.304328,0.780577,0.429438
266,amd64,linux,go,arm64,darwin,tgo,0.295818,0.262346,0.240137,0.220654,0.189439,0.143082,0.384526,0.182666
267,amd64,linux,go,arm64,linux,clang,0.025084,0.024233,0.021376,0.022039,0.016271,0.012799,0.027216,0.017687
268,amd64,linux,go,arm64,linux,gcc,0.029698,0.028780,0.025016,0.026216,0.019112,0.014946,0.032271,0.020597
269,amd64,linux,go,arm64,linux,go,0.782251,0.897902,0.605445,0.838103,0.587483,0.456957,0.977449,0.525167
27,amd64,darwin,clang,arm64,linux,rs-sys,0.017688,0.016916,0.015007,0.015411,0.011475,0.009062,0.018913,0.012206
270,amd64,linux,go,arm64,linux,rs-pure,0.659374,0.633401,0.543235,0.549691,0.398994,0.299054,0.760479,0.421894
271,amd64,linux,go,arm64,linux,rs-sys,0.667473,0.641771,0.550175,0.556303,0.404886,0.303473,0.772140,0.427166
272,amd64,linux,go,arm64,linux,tgo,0.357845,0.317472,0.286383,0.265691,0.220762,0.165409,0.471617,0.214637
273,amd64,linux,go,arm64,windows,clang,0.823059,0.775116,0.635008,0.654193,0.473435,0.350822,0.986740,0.489573
274,amd64,linux,go,arm64,windows,gcc,0.038383,0.036610,0.032699,0.032989,0.024677,0.019414,0.041602,0.026722
275,amd64,linux,go,arm64,windows,go,0.631445,0.639733,0.538566,0.609840,0.478948,0.399554,0.676128,0.473427
276,amd64,linux,go,arm64,windows,msvc,0.047312,0.044644,0.040949,0.040461,0.032503,0.026484,0.050544,0.033978
277,amd64,linux,go,arm64,windows,rs-pure,0.117664,0.111936,0.099694,0.099611,0.075714,0.059585,0.129107,0.079245
278,amd64,linux,go,arm64,windows,rs-sys,0.120297,0.114299,0.101940,0.101606,0.077456,0.060952,0.132033,0.081052
279,amd64,linux,rs-pure,amd64,linux,rs-sys,0.983715,0.982280,0.978781,0.980253,0.975719,0.972458,0.985238,0.975628
28,amd64,darwin,clang,arm64,linux,tgo,0.048186,0.045367,0.039517,0.040645,0.029899,0.023606,0.051937,0.031252
280,amd64,linux,rs-pure,amd64,linux,tgo,0.174582,0.173276,0.146227,0.151208,0.109721,0.083248,0.206968,0.113320
281,amd64,linux,rs-pure,amd64,windows,clang,0.514958,0.498663,0.430053,0.425404,0.316331,0.232540,0.615446,0.325032
282,amd64,linux,rs-pure,amd64,windows,gcc,0.029535,0.028706,0.025283,0.025806,0.019176,0.015306,0.032772,0.020571
283,amd64,linux,rs-pure,amd64,windows,go,0.599958,0.552481,0.509258,0.469357,0.348987,0.254877,0.662524,0.384016
284,amd64,linux,rs-pure,amd64,windows,msvc,0.035297,0.033970,0.029631,0.030293,0.023312,0.018531,0.039563,0.023620
285,amd64,linux,rs-pure,amd64,windows,rs-pure,0.133421,0.124104,0.112475,0.107820,0.085776,0.069063,0.148768,0.086807
286,amd64,linux,rs-pure,amd64,windows,rs-sys,0.136648,0.126911,0.115254,0.110168,0.087912,0.070756,0.152348,0.088966
287,amd64,linux,rs-pure,arm64,darwin,clang,0.017485,0.017052,0.014857,0.015668,0.011398,0.009019,0.018896,0.012109
288,amd64,linux,rs-pure,arm64,darwin,gcc,0.018771,0.017906,0.015716,0.016098,0.011503,0.008820,0.020372,0.012350
289,amd64,linux,rs-pure,arm64,darwin,go,0.589051,0.595269,0.467333,0.506016,0.327120,0.235756,0.722433,0.345638
29,amd64,darwin,clang,arm64,windows,clang,0.022968,0.022793,0.019186,0.021620,0.015959,0.012596,0.024259,0.016613
290,amd64,linux,rs-pure,arm64,darwin,rs-pure,0.802130,0.818029,0.672503,0.720203,0.600688,0.476338,0.960144,0.571179
291,amd64,linux,rs-pure,arm64,darwin,rs-sys,0.794259,0.807572,0.666247,0.710537,0.592594,0.469572,0.949359,0.564670
292,amd64,linux,rs-pure,arm64,darwin,tgo,0.204041,0.195635,0.170928,0.162405,0.135840,0.101846,0.291999,0.126197
293,amd64,linux,rs-pure,arm64,linux,clang,0.018933,0.018608,0.016211,0.017122,0.012742,0.010409,0.020667,0.013464
294,amd64,linux,rs-pure,arm64,linux,gcc,0.022092,0.021260,0.018726,0.019003,0.014349,0.011544,0.024505,0.014915
295,amd64,linux,rs-pure,arm64,linux,go,0.586455,0.606701,0.465724,0.519082,0.323827,0.234781,0.718666,0.347494
296,amd64,linux,rs-pure,arm64,linux,rs-pure,0.802861,0.816086,0.675635,0.713903,0.593218,0.462749,0.971240,0.571182
297,amd64,linux,rs-pure,arm64,linux,rs-sys,0.792427,0.803390,0.667574,0.702350,0.584130,0.455481,0.957955,0.563005
298,amd64,linux,rs-pure,arm64,linux,tgo,0.254364,0.239693,0.208099,0.197230,0.164400,0.122155,0.358134,0.152157
299,amd64,linux,rs-pure,arm64,windows,clang,0.617801,0.591937,0.508394,0.496021,0.380139,0.280631,0.753169,0.377117
3,amd64,darwin,clang,amd64,darwin,rs-sys,0.017366,0.016768,0.014705,0.015291,0.011178,0.008607,0.018700,0.011920
30,amd64,darwin,clang,arm64,windows,gcc,0.544927,0.520835,0.429764,0.471653,0.343760,0.268889,0.588785,0.362853
300,amd64,linux,rs-pure,arm64,windows,gcc,0.028536,0.027615,0.024261,0.024771,0.018262,0.014403,0.031591,0.019438
301,amd64,linux,rs-pure,arm64,windows,go,0.464252,0.433991,0.388437,0.378718,0.256458,0.187436,0.505152,0.297894
302,amd64,linux,rs-pure,arm64,windows,msvc,0.035422,0.033600,0.030404,0.030327,0.024109,0.019383,0.038382,0.024874
303,amd64,linux,rs-pure,arm64,windows,rs-pure,0.151019,0.139632,0.127026,0.120043,0.095764,0.075624,0.170022,0.096538
304,amd64,linux,rs-pure,arm64,windows,rs-sys,0.154390,0.142457,0.129822,0.122295,0.097950,0.077321,0.173871,0.098648
305,amd64,linux,rs-sys,amd64,linux,tgo,0.177340,0.176081,0.148600,0.153812,0.111488,0.084776,0.210069,0.115239
306,amd64,linux,rs-sys,amd64,windows,clang,0.521822,0.505635,0.435858,0.431318,0.320599,0.235674,0.623979,0.329232
307,amd64,linux,rs-sys,amd64,windows,gcc,0.029996,0.029213,0.025668,0.026312,0.019487,0.015578,0.033263,0.020929
308,amd64,linux,rs-sys,amd64,windows,go,0.608683,0.560527,0.516755,0.476049,0.354019,0.258677,0.671851,0.389635
309,amd64,linux,rs-sys,amd64,windows,msvc,0.035834,0.034616,0.030125,0.030934,0.023789,0.018878,0.040156,0.024043
31,amd64,darwin,clang,arm64,windows,go,0.033606,0.031377,0.027897,0.027966,0.020803,0.016253,0.036228,0.022473
310,amd64,linux,rs-sys,amd64,windows,rs-pure,0.131594,0.122419,0.111122,0.106440,0.084698,0.068232,0.146572,0.085932
