id,left (arch),left (os),left (compiler),right (arch),right (os),right (compiler),cosine,dice,euclidean,jaccard,lcs,levenshtein,simpson,weighted-jaccard
6,amd64,darwin,clang,amd64,linux,gcc,0.756892,0.714220,0.600459,0.633323,0.489980,0.380908,0.840000,0.495425
60,amd64,darwin,gcc,arm64,linux,rs-pure,0.018593,0.017693,0.015762,0.016082,0.011545,0.008955,0.019811,0.012964
600,arm64,linux,rs-pure,arm64,windows,rs-pure,0.154381,0.153265,0.129164,0.141041,0.108755,0.090413,0.169771,0.106939
601,arm64,linux,rs-pure,arm64,windows,rs-sys,0.157857,0.156507,0.132080,0.143874,0.111168,0.092396,0.173614,0.109350
602,arm64,linux,rs-sys,arm64,linux,tgo,0.301926,0.284268,0.249619,0.248208,0.209012,0.165861,0.364155,0.201287
603,arm64,linux,rs-sys,arm64,windows,clang,0.683286,0.659618,0.558884,0.580305,0.435979,0.336295,0.779646,0.442409
604,arm64,linux,rs-sys,arm64,windows,gcc,0.029737,0.028878,0.025352,0.026433,0.019327,0.015414,0.032122,0.020943
605,arm64,linux,rs-sys,arm64,windows,go,0.465037,0.454354,0.377651,0.405201,0.257885,0.189845,0.522065,0.291022
606,arm64,linux,rs-sys,arm64,windows,msvc,0.036506,0.034756,0.031579,0.031699,0.024970,0.020269,0.039027,0.026278
607,arm64,linux,rs-sys,arm64,windows,rs-pure,0.152225,0.151173,0.127554,0.139260,0.107484,0.089444,0.167210,0.105847
608,arm64,linux,rs-sys,arm64,windows,rs-sys,0.155660,0.154397,0.130442,0.142100,0.109893,0.091432,0.170996,0.108229
609,arm64,linux,tgo,arm64,windows,clang,0.370901,0.352149,0.309391,0.302704,0.259670,0.201011,0.467077,0.246285
61,amd64,darwin,gcc,arm64,linux,rs-sys,0.018895,0.018032,0.016078,0.016442,0.011766,0.009101,0.020114,0.013264
610,arm64,linux,tgo,arm64,windows,gcc,0.081467,0.077503,0.068223,0.069702,0.052299,0.041171,0.088211,0.054487
611,arm64,linux,tgo,arm64,windows,go,0.444953,0.415117,0.320963,0.346801,0.242941,0.180846,0.697527,0.244993
612,arm64,linux,tgo,arm64,windows,msvc,0.098196,0.092523,0.082465,0.082454,0.065611,0.051938,0.107172,0.066835
613,arm64,linux,tgo,arm64,windows,rs-pure,0.057095,0.056488,0.051423,0.053228,0.045439,0.040445,0.060891,0.046183
614,arm64,linux,tgo,arm64,windows,rs-sys,0.058406,0.057804,0.052613,0.054496,0.046420,0.041294,0.062269,0.047259
615,arm64,windows,clang,arm64,windows,gcc,0.038493,0.038097,0.033157,0.035622,0.025803,0.020684,0.041201,0.028208
616,arm64,windows,clang,arm64,windows,go,0.603358,0.567880,0.437521,0.497618,0.309903,0.228179,0.669619,0.342104
617,arm64,windows,clang,arm64,windows,msvc,0.048539,0.047014,0.044401,0.044691,0.038525,0.034307,0.050058,0.039901
618,arm64,windows,clang,arm64,windows,rs-pure,0.118818,0.116047,0.098508,0.105462,0.081613,0.065692,0.130365,0.081982
619,arm64,windows,clang,arm64,windows,rs-sys,0.121510,0.118665,0.100813,0.107847,0.083494,0.067151,0.133316,0.083901
62,amd64,darwin,gcc,arm64,linux,tgo,0.050873,0.048326,0.041922,0.043229,0.030898,0.024074,0.055235,0.032870
620,arm64,windows,gcc,arm64,windows,go,0.056423,0.054023,0.047777,0.048667,0.036358,0.028384,0.061530,0.038605
621,arm64,windows,gcc,arm64,windows,msvc,0.714602,0.698732,0.576088,0.616755,0.458168,0.353034,0.823077,0.451726
622,arm64,windows,gcc,arm64,windows,rs-pure,0.004970,0.004826,0.004295,0.004415,0.003337,0.002681,0.005371,0.003555
623,arm64,windows,gcc,arm64,windows,rs-sys,0.005083,0.004943,0.004389,0.004526,0.003414,0.002743,0.005493,0.003635
624,arm64,windows,go,arm64,windows,msvc,0.069310,0.065198,0.059875,0.058735,0.047092,0.038052,0.074756,0.048940
625,arm64,windows,go,arm64,windows,rs-pure,0.078968,0.077178,0.063495,0.069590,0.045715,0.035035,0.087295,0.048936
626,arm64,windows,go,arm64,windows,rs-sys,0.080787,0.078808,0.064973,0.070983,0.046807,0.035862,0.089271,0.050113
627,arm64,windows,msvc,arm64,windows,rs-pure,0.006266,0.006035,0.005676,0.005673,0.004787,0.004210,0.006526,0.005025
628,arm64,windows,msvc,arm64,windows,rs-sys,0.006410,0.006188,0.005818,0.005827,0.004906,0.004313,0.006674,0.005157
629,arm64,windows,rs-pure,arm64,windows,rs-sys,0.976046,0.975508,0.972980,0.973869,0.971585,0.969239,0.977863,0.970693
63,amd64,darwin,gcc,arm64,windows,clang,0.024449,0.023943,0.020815,0.022459,0.015852,0.012390,0.025799,0.017665
630,amd64,darwin,clang,amd64,darwin,clang,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
631,amd64,darwin,gcc,amd64,darwin,gcc,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
632,amd64,darwin,go,amd64,darwin,go,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
633,amd64,darwin,rs-pure,amd64,darwin,rs-pure,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
634,amd64,darwin,rs-sys,amd64,darwin,rs-sys,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
635,amd64,darwin,tgo,amd64,darwin,tgo,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
636,amd64,linux,clang,amd64,linux,clang,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
637,amd64,linux,gcc,amd64,linux,gcc,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
638,amd64,linux,go,amd64,linux,go,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
639,amd64,linux,rs-pure,amd64,linux,rs-pure,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
64,amd64,darwin,gcc,arm64,windows,gcc,0.580047,0.577306,0.505730,0.539846,0.454556,0.379088,0.626168,0.459675
640,amd64,linux,rs-sys,amd64,linux,rs-sys,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
641,amd64,linux,tgo,amd64,linux,tgo,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
642,amd64,windows,clang,amd64,windows,clang,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
643,amd64,windows,gcc,amd64,windows,gcc,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
644,amd64,windows,go,amd64,windows,go,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
645,amd64,windows,msvc,amd64,windows,msvc,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
646,amd64,windows,rs-pure,amd64,windows,rs-pure,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
647,amd64,windows,rs-sys,amd64,windows,rs-sys,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
648,arm64,darwin,clang,arm64,darwin,clang,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
649,arm64,darwin,gcc,arm64,darwin,gcc,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
65,amd64,darwin,gcc,arm64,windows,go,0.035583,0.033956,0.029980,0.030546,0.022037,0.016699,0.038528,0.024096
650,arm64,darwin,go,arm64,darwin,go,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
651,arm64,darwin,rs-pure,arm64,darwin,rs-pure,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
652,arm64,darwin,rs-sys,arm64,darwin,rs-sys,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
653,arm64,darwin,tgo,arm64,darwin,tgo,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
654,arm64,linux,clang,arm64,linux,clang,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
655,arm64,linux,gcc,arm64,linux,gcc,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
656,arm64,linux,go,arm64,linux,go,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
657,arm64,linux,rs-pure,arm64,linux,rs-pure,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
658,arm64,linux,rs-sys,arm64,linux,rs-sys,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
659,arm64,linux,tgo,arm64,linux,tgo,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
66,amd64,darwin,gcc,arm64,windows,msvc,0.461377,0.439201,0.371697,0.386766,0.292618,0.216397,0.515385,0.298055
660,arm64,windows,clang,arm64,windows,clang,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
661,arm64,windows,gcc,arm64,windows,gcc,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
662,arm64,windows,go,arm64,windows,go,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
663,arm64,windows,msvc,arm64,windows,msvc,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
664,arm64,windows,rs-pure,arm64,windows,rs-pure,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
665,arm64,windows,rs-sys,arm64,windows,rs-sys,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
67,amd64,darwin,gcc,arm64,windows,rs-pure,0.003115,0.002996,0.002619,0.002719,0.001958,0.001530,0.003363,0.002134
68,amd64,darwin,gcc,arm64,windows,rs-sys,0.003188,0.003069,0.002691,0.002788,0.002010,0.001569,0.003439,0.002200
69,amd64,darwin,go,amd64,darwin,rs-pure,0.634250,0.612980,0.525122,0.528125,0.386026,0.286465,0.749769,0.405603
7,amd64,darwin,clang,amd64,linux,go,0.022835,0.021325,0.018955,0.019056,0.014237,0.011107,0.024495,0.015364
70,amd64,darwin,go,amd64,darwin,rs-sys,0.641219,0.620446,0.530730,0.534257,0.390803,0.290173,0.759573,0.409892
71,amd64,darwin,go,amd64,darwin,tgo,0.201493,0.195926,0.169644,0.175672,0.127704,0.097872,0.225088,0.137001
72,amd64,darwin,go,amd64,linux,clang,0.024297,0.023701,0.020219,0.021619,0.015449,0.012258,0.026573,0.016439
73,amd64,darwin,go,amd64,linux,gcc,0.026915,0.026193,0.022866,0.023939,0.017381,0.013650,0.029308,0.018551
74,amd64,darwin,go,amd64,linux,go,0.907189,0.896821,0.788495,0.842495,0.746950,0.646904,0.994946,0.708014
75,amd64,darwin,go,amd64,linux,rs-pure,0.647159,0.594648,0.539425,0.502518,0.376409,0.274414,0.736195,0.406318
76,amd64,darwin,go,amd64,linux,rs-sys,0.656366,0.602658,0.546892,0.508945,0.381421,0.277921,0.746652,0.411656
77,amd64,darwin,go,amd64,linux,tgo,0.235888,0.234870,0.197378,0.208288,0.149109,0.112816,0.273935,0.157502
78,amd64,darwin,go,amd64,windows,clang,0.698553,0.672329,0.582507,0.580164,0.422340,0.310940,0.819852,0.450040
79,amd64,darwin,go,amd64,windows,gcc,0.039381,0.038115,0.033187,0.034346,0.025607,0.020067,0.043376,0.026939
8,amd64,darwin,clang,amd64,linux,rs-pure,0.017045,0.016496,0.014598,0.014952,0.011103,0.008762,0.018601,0.011874
80,amd64,darwin,go,amd64,windows,go,0.843462,0.838198,0.729326,0.789938,0.679135,0.580541,0.908949,0.647950
81,amd64,darwin,go,amd64,windows,msvc,0.047442,0.045016,0.039659,0.040012,0.031119,0.024169,0.052364,0.031622
82,amd64,darwin,go,amd64,windows,rs-pure,0.101167,0.098356,0.085370,0.088186,0.065470,0.051888,0.112398,0.068110
83,amd64,darwin,go,amd64,windows,rs-sys,0.103620,0.100605,0.087520,0.090131,0.067089,0.053171,0.115103,0.069813
84,amd64,darwin,go,arm64,darwin,clang,0.023504,0.022705,0.019731,0.020929,0.015019,0.011917,0.025010,0.016045
85,amd64,darwin,go,arm64,darwin,gcc,0.025128,0.024130,0.021220,0.021974,0.015542,0.011982,0.026964,0.017029
86,amd64,darwin,go,arm64,darwin,go,0.820929,0.886276,0.629297,0.816061,0.565655,0.445014,0.983978,0.532117
87,amd64,darwin,go,arm64,darwin,rs-pure,0.644920,0.630111,0.534190,0.543899,0.394223,0.293934,0.767074,0.412874
88,amd64,darwin,go,arm64,darwin,rs-sys,0.651616,0.637271,0.539241,0.549641,0.398513,0.297038,0.776631,0.416579
89,amd64,darwin,go,arm64,darwin,tgo,0.321716,0.302985,0.274665,0.267108,0.228089,0.186410,0.386479,0.225353
9,amd64,darwin,clang,amd64,linux,rs-sys,0.017317,0.016819,0.014837,0.015299,0.011346,0.008979,0.018879,0.012128
90,amd64,darwin,go,arm64,linux,clang,0.025247,0.024802,0.021533,0.022879,0.016559,0.013320,0.027354,0.017734
91,amd64,darwin,go,arm64,linux,gcc,0.029758,0.028884,0.025155,0.026323,0.019362,0.015353,0.032435,0.020479
92,amd64,darwin,go,arm64,linux,go,0.799256,0.857866,0.609548,0.783156,0.539860,0.412699,0.982415,0.506321
93,amd64,darwin,go,arm64,linux,rs-pure,0.638964,0.624575,0.530862,0.540609,0.389820,0.292141,0.756633,0.411496
94,amd64,darwin,go,arm64,linux,rs-sys,0.646647,0.633054,0.537505,0.547447,0.395275,0.296099,0.768238,0.416350
95,amd64,darwin,go,arm64,linux,tgo,0.386825,0.361072,0.323533,0.315538,0.262822,0.212387,0.474013,0.261590
96,amd64,darwin,go,arm64,windows,clang,0.813058,0.771791,0.632464,0.649293,0.472126,0.345211,0.984324,0.487502
97,amd64,darwin,go,arm64,windows,gcc,0.038391,0.036839,0.032328,0.033299,0.024513,0.019022,0.041813,0.026051
98,amd64,darwin,go,arm64,windows,go,0.641809,0.635975,0.544567,0.600825,0.453556,0.366226,0.679562,0.461860
99,amd64,darwin,go,arm64,windows,msvc,0.046911,0.043576,0.040060,0.038766,0.031674,0.025123,0.050801,0.032417
,,,,,,,64866501275000,34521698685500,80889739541584,31702111720958,235715292828041,232797141328875,32169590679166,46172931472375
