simpson,arm64_linux_clang,arm64_linux_tgo,amd64_linux_clang,amd64_linux_tgo,0.057708,0.097004,FOUND
simpson,arm64_linux_clang,arm64_windows_clang,amd64_linux_clang,amd64_windows_clang,0.026954,0.032412,FOUND
simpson,arm64_linux_clang,arm64_windows_gcc,amd64_linux_clang,amd64_windows_gcc,0.654206,0.612613,FOUND
simpson,arm64_linux_clang,arm64_windows_go,amd64_linux_clang,amd64_windows_go,0.040253,0.029235,FOUND
simpson,arm64_linux_clang,arm64_windows_msvc,amd64_linux_clang,amd64_windows_msvc,0.538462,0.507463,FOUND
simpson,arm64_linux_clang,arm64_windows_rs-pure,amd64_linux_clang,amd64_windows_rs-pure,0.003514,0.002987,FOUND
simpson,arm64_linux_clang,arm64_windows_rs-sys,amd64_linux_clang,amd64_windows_rs-sys,0.003593,0.003059,FOUND
simpson,arm64_linux_gcc,arm64_linux_go,amd64_linux_gcc,amd64_linux_go,0.033015,0.029160,FOUND
simpson,arm64_linux_gcc,arm64_linux_rs-pure,amd64_linux_gcc,amd64_linux_rs-pure,0.024542,0.022143,FOUND
simpson,arm64_linux_gcc,arm64_linux_rs-sys,amd64_linux_gcc,amd64_linux_rs-sys,0.024917,0.022475,FOUND
simpson,arm64_linux_gcc,arm64_linux_tgo,amd64_linux_gcc,amd64_linux_tgo,0.068425,0.106990,FOUND
simpson,arm64_linux_gcc,arm64_windows_clang,amd64_linux_gcc,amd64_windows_clang,0.031960,0.035748,FOUND
simpson,arm64_linux_gcc,arm64_windows_gcc,amd64_linux_gcc,amd64_windows_gcc,0.775701,0.675676,FOUND
simpson,arm64_linux_gcc,arm64_windows_go,amd64_linux_gcc,amd64_windows_go,0.047729,0.032244,FOUND
simpson,arm64_linux_gcc,arm64_windows_msvc,amd64_linux_gcc,amd64_windows_msvc,0.638462,0.559701,FOUND
simpson,arm64_linux_gcc,arm64_windows_rs-pure,amd64_linux_gcc,amd64_windows_rs-pure,0.004166,0.003294,FOUND
simpson,arm64_linux_gcc,arm64_windows_rs-sys,amd64_linux_gcc,amd64_windows_rs-sys,0.004261,0.003374,FOUND
simpson,arm64_linux_go,arm64_linux_rs-pure,amd64_linux_go,amd64_linux_rs-pure,0.743334,0.735357,FOUND
simpson,arm64_linux_go,arm64_linux_rs-sys,amd64_linux_go,amd64_linux_rs-sys,0.754728,0.745745,FOUND
simpson,arm64_linux_go,arm64_linux_tgo,amd64_linux_go,amd64_linux_tgo,0.482498,0.272551,FOUND
simpson,arm64_linux_go,arm64_windows_clang,amd64_linux_go,amd64_windows_clang,0.965521,0.814543,FOUND
simpson,arm64_linux_go,arm64_windows_gcc,amd64_linux_go,amd64_windows_gcc,0.042562,0.043157,FOUND
simpson,arm64_linux_go,arm64_windows_go,amd64_linux_go,amd64_windows_go,0.691726,0.904355,FOUND
simpson,arm64_linux_go,arm64_windows_msvc,amd64_linux_go,amd64_windows_msvc,0.051710,0.052100,FOUND
simpson,arm64_linux_go,arm64_windows_rs-pure,amd64_linux_go,amd64_windows_rs-pure,0.126196,0.112968,FOUND
simpson,arm64_linux_go,arm64_windows_rs-sys,amd64_linux_go,amd64_windows_rs-sys,0.129054,0.115687,FOUND
simpson,arm64_linux_rs-pure,arm64_linux_rs-sys,amd64_linux_rs-pure,amd64_linux_rs-sys,0.984920,0.985238,FOUND
simpson,arm64_linux_rs-pure,arm64_linux_tgo,amd64_linux_rs-pure,amd64_linux_tgo,0.358664,0.206968,FOUND
simpson,arm64_linux_rs-pure,arm64_windows_clang,amd64_linux_rs-pure,amd64_windows_clang,0.767889,0.615446,FOUND
simpson,arm64_linux_rs-pure,arm64_windows_gcc,amd64_linux_rs-pure,amd64_windows_gcc,0.031638,0.032772,FOUND
simpson,arm64_linux_rs-pure,arm64_windows_go,amd64_linux_rs-pure,amd64_windows_go,0.514193,0.662524,FOUND
simpson,arm64_linux_rs-pure,arm64_windows_msvc,amd64_linux_rs-pure,amd64_windows_msvc,0.038439,0.039563,FOUND
simpson,arm64_linux_rs-pure,arm64_windows_rs-pure,amd64_linux_rs-pure,amd64_windows_rs-pure,0.169771,0.148768,FOUND
simpson,arm64_linux_rs-pure,arm64_windows_rs-sys,amd64_linux_rs-pure,amd64_windows_rs-sys,0.173614,0.152348,FOUND
simpson,arm64_linux_rs-sys,arm64_linux_tgo,amd64_linux_rs-sys,amd64_linux_tgo,0.364155,0.210069,FOUND
simpson,arm64_linux_rs-sys,arm64_windows_clang,amd64_linux_rs-sys,amd64_windows_clang,0.779646,0.623979,FOUND
simpson,arm64_linux_rs-sys,arm64_windows_gcc,amd64_linux_rs-sys,amd64_windows_gcc,0.032122,0.033263,FOUND
simpson,arm64_linux_rs-sys,arm64_windows_go,amd64_linux_rs-sys,amd64_windows_go,0.522065,0.671851,FOUND
simpson,arm64_linux_rs-sys,arm64_windows_msvc,amd64_linux_rs-sys,amd64_windows_msvc,0.039027,0.040156,FOUND
simpson,arm64_linux_rs-sys,arm64_windows_rs-pure,amd64_linux_rs-sys,amd64_windows_rs-pure,0.167210,0.146572,FOUND
simpson,arm64_linux_rs-sys,arm64_windows_rs-sys,amd64_linux_rs-sys,amd64_windows_rs-sys,0.170996,0.150099,FOUND
simpson,arm64_linux_tgo,arm64_windows_clang,amd64_linux_tgo,amd64_windows_clang,0.467077,0.334128,FOUND
simpson,arm64_linux_tgo,arm64_windows_gcc,amd64_linux_tgo,amd64_windows_gcc,0.088211,0.158345,FOUND
simpson,arm64_linux_tgo,arm64_windows_go,amd64_linux_tgo,amd64_windows_go,0.697527,0.301376,FOUND
simpson,arm64_linux_tgo,arm64_windows_msvc,amd64_linux_tgo,amd64_windows_msvc,0.107172,0.191155,FOUND
simpson,arm64_linux_tgo,arm64_windows_rs-pure,amd64_linux_tgo,amd64_windows_rs-pure,0.060891,0.030790,FOUND
simpson,arm64_linux_tgo,arm64_windows_rs-sys,amd64_linux_tgo,amd64_windows_rs-sys,0.062269,0.031531,FOUND
simpson,arm64_windows_clang,arm64_windows_gcc,amd64_windows_clang,amd64_windows_gcc,0.041201,0.052908,FOUND
simpson,arm64_windows_clang,arm64_windows_go,amd64_windows_clang,amd64_windows_go,0.669619,0.895471,FOUND
simpson,arm64_windows_clang,arm64_windows_msvc,amd64_windows_clang,amd64_windows_msvc,0.050058,0.063870,FOUND
simpson,arm64_windows_clang,arm64_windows_rs-pure,amd64_windows_clang,amd64_windows_rs-pure,0.130365,0.092151,FOUND
simpson,arm64_windows_clang,arm64_windows_rs-sys,amd64_windows_clang,amd64_windows_rs-sys,0.133316,0.094368,FOUND
simpson,arm64_windows_gcc,arm64_windows_go,amd64_windows_gcc,amd64_windows_go,0.061530,0.047721,FOUND
simpson,arm64_windows_gcc,arm64_windows_msvc,amd64_windows_gcc,amd64_windows_msvc,0.823077,0.828358,FOUND
simpson,arm64_windows_gcc,arm64_windows_rs-pure,amd64_windows_gcc,amd64_windows_rs-pure,0.005371,0.004875,FOUND
simpson,arm64_windows_gcc,arm64_windows_rs-sys,amd64_windows_gcc,amd64_windows_rs-sys,0.005493,0.004993,FOUND
simpson,arm64_windows_go,arm64_windows_msvc,amd64_windows_go,amd64_windows_msvc,0.074756,0.057610,FOUND
simpson,arm64_windows_go,arm64_windows_rs-pure,amd64_windows_go,amd64_windows_rs-pure,0.087295,0.102163,FOUND
simpson,arm64_windows_go,arm64_windows_rs-sys,amd64_windows_go,amd64_windows_rs-sys,0.089271,0.104622,FOUND
simpson,arm64_windows_msvc,arm64_windows_rs-pure,amd64_windows_msvc,amd64_windows_rs-pure,0.006526,0.005886,FOUND
simpson,arm64_windows_msvc,arm64_windows_rs-sys,amd64_windows_msvc,amd64_windows_rs-sys,0.006674,0.006027,FOUND
simpson,arm64_windows_rs-pure,arm64_windows_rs-sys,amd64_windows_rs-pure,amd64_windows_rs-sys,0.977863,0.976501,FOUND
simpson,arm64_darwin_clang,arm64_darwin_clang,amd64_darwin_clang,amd64_darwin_clang,1.000000,1.000000,FOUND
simpson,arm64_darwin_gcc,arm64_darwin_gcc,amd64_darwin_gcc,amd64_darwin_gcc,1.000000,1.000000,FOUND
simpson,arm64_darwin_go,arm64_darwin_go,amd64_darwin_go,amd64_darwin_go,1.000000,1.000000,FOUND
simpson,arm64_darwin_rs-pure,arm64_darwin_rs-pure,amd64_darwin_rs-pure,amd64_darwin_rs-pure,1.000000,1.000000,FOUND
simpson,arm64_darwin_rs-sys,arm64_darwin_rs-sys,amd64_darwin_rs-sys,amd64_darwin_rs-sys,1.000000,1.000000,FOUND
simpson,arm64_darwin_tgo,arm64_darwin_tgo,amd64_darwin_tgo,amd64_darwin_tgo,1.000000,1.000000,FOUND
simpson,arm64_linux_clang,arm64_linux_clang,amd64_linux_clang,amd64_linux_clang,1.000000,1.000000,FOUND
simpson,arm64_linux_gcc,arm64_linux_gcc,amd64_linux_gcc,amd64_linux_gcc,1.000000,1.000000,FOUND
