jaccard,arm64_linux_rs-pure,arm64_linux_tgo,amd64_linux_rs-pure,amd64_linux_tgo,0.244531,0.151208,FOUND
jaccard,arm64_linux_rs-pure,arm64_windows_clang,amd64_linux_rs-pure,amd64_windows_clang,0.571592,0.425404,FOUND
jaccard,arm64_linux_rs-pure,arm64_windows_gcc,amd64_linux_rs-pure,amd64_windows_gcc,0.025887,0.025806,FOUND
jaccard,arm64_linux_rs-pure,arm64_windows_go,amd64_linux_rs-pure,amd64_windows_go,0.399903,0.469357,FOUND
jaccard,arm64_linux_rs-pure,arm64_windows_msvc,amd64_linux_rs-pure,amd64_windows_msvc,0.031017,0.030293,FOUND
jaccard,arm64_linux_rs-pure,arm64_windows_rs-pure,amd64_linux_rs-pure,amd64_windows_rs-pure,0.141041,0.107820,FOUND
jaccard,arm64_linux_rs-pure,arm64_windows_rs-sys,amd64_linux_rs-pure,amd64_windows_rs-sys,0.143874,0.110168,FOUND
jaccard,arm64_linux_rs-sys,arm64_linux_tgo,amd64_linux_rs-sys,amd64_linux_tgo,0.248208,0.153812,FOUND
jaccard,arm64_linux_rs-sys,arm64_windows_clang,amd64_linux_rs-sys,amd64_windows_clang,0.580305,0.431318,FOUND
jaccard,arm64_linux_rs-sys,arm64_windows_gcc,amd64_linux_rs-sys,amd64_windows_gcc,0.026433,0.026312,FOUND
jaccard,arm64_linux_rs-sys,arm64_windows_go,amd64_linux_rs-sys,amd64_windows_go,0.405201,0.476049,FOUND
jaccard,arm64_linux_rs-sys,arm64_windows_msvc,amd64_linux_rs-sys,amd64_windows_msvc,0.031699,0.030934,FOUND
jaccard,arm64_linux_rs-sys,arm64_windows_rs-pure,amd64_linux_rs-sys,amd64_windows_rs-pure,0.139260,0.106440,FOUND
jaccard,arm64_linux_rs-sys,arm64_windows_rs-sys,amd64_linux_rs-sys,amd64_windows_rs-sys,0.142100,0.108778,FOUND
jaccard,arm64_linux_tgo,arm64_windows_clang,amd64_linux_tgo,amd64_windows_clang,0.302704,0.261302,FOUND
jaccard,arm64_linux_tgo,arm64_windows_gcc,amd64_linux_tgo,amd64_windows_gcc,0.069702,0.125523,FOUND
jaccard,arm64_linux_tgo,arm64_windows_go,amd64_linux_tgo,amd64_windows_go,0.346801,0.222819,FOUND
jaccard,arm64_linux_tgo,arm64_windows_msvc,amd64_linux_tgo,amd64_windows_msvc,0.082454,0.147670,FOUND
jaccard,arm64_linux_tgo,arm64_windows_rs-pure,amd64_linux_tgo,amd64_windows_rs-pure,0.053228,0.024972,FOUND
jaccard,arm64_linux_tgo,arm64_windows_rs-sys,amd64_linux_tgo,amd64_windows_rs-sys,0.054496,0.025548,FOUND
jaccard,arm64_windows_clang,arm64_windows_gcc,amd64_windows_clang,amd64_windows_gcc,0.035622,0.045636,FOUND
jaccard,arm64_windows_clang,arm64_windows_go,amd64_windows_clang,amd64_windows_go,0.497618,0.609750,FOUND
jaccard,arm64_windows_clang,arm64_windows_msvc,amd64_windows_clang,amd64_windows_msvc,0.044691,0.057858,FOUND
jaccard,arm64_windows_clang,arm64_windows_rs-pure,amd64_windows_clang,amd64_windows_rs-pure,0.105462,0.076576,FOUND
jaccard,arm64_windows_clang,arm64_windows_rs-sys,amd64_windows_clang,amd64_windows_rs-sys,0.107847,0.078415,FOUND
jaccard,arm64_windows_gcc,arm64_windows_go,amd64_windows_gcc,amd64_windows_go,0.048667,0.037937,FOUND
jaccard,arm64_windows_gcc,arm64_windows_msvc,amd64_windows_gcc,amd64_windows_msvc,0.616755,0.616220,FOUND
jaccard,arm64_windows_gcc,arm64_windows_rs-pure,amd64_windows_gcc,amd64_windows_rs-pure,0.004415,0.004049,FOUND
jaccard,arm64_windows_gcc,arm64_windows_rs-sys,amd64_windows_gcc,amd64_windows_rs-sys,0.004526,0.004153,FOUND
jaccard,arm64_windows_go,arm64_windows_msvc,amd64_windows_go,amd64_windows_msvc,0.058735,0.045504,FOUND
jaccard,arm64_windows_go,arm64_windows_rs-pure,amd64_windows_go,amd64_windows_rs-pure,0.069590,0.079488,FOUND
jaccard,arm64_windows_go,arm64_windows_rs-sys,amd64_windows_go,amd64_windows_rs-sys,0.070983,0.081174,FOUND
jaccard,arm64_windows_msvc,arm64_windows_rs-pure,amd64_windows_msvc,amd64_windows_rs-pure,0.005673,0.005125,FOUND
jaccard,arm64_windows_msvc,arm64_windows_rs-sys,amd64_windows_msvc,amd64_windows_rs-sys,0.005827,0.005267,FOUND
jaccard,arm64_windows_rs-pure,arm64_windows_rs-sys,amd64_windows_rs-pure,amd64_windows_rs-sys,0.973869,0.973041,FOUND
jaccard,arm64_darwin_clang,arm64_darwin_clang,amd64_darwin_clang,amd64_darwin_clang,1.000000,1.000000,FOUND
jaccard,arm64_darwin_gcc,arm64_darwin_gcc,amd64_darwin_gcc,amd64_darwin_gcc,1.000000,1.000000,FOUND
jaccard,arm64_darwin_go,arm64_darwin_go,amd64_darwin_go,amd64_darwin_go,1.000000,1.000000,FOUND
jaccard,arm64_darwin_rs-pure,arm64_darwin_rs-pure,amd64_darwin_rs-pure,amd64_darwin_rs-pure,1.000000,1.000000,FOUND
jaccard,arm64_darwin_rs-sys,arm64_darwin_rs-sys,amd64_darwin_rs-sys,amd64_darwin_rs-sys,1.000000,1.000000,FOUND
jaccard,arm64_darwin_tgo,arm64_darwin_tgo,amd64_darwin_tgo,amd64_darwin_tgo,1.000000,1.000000,FOUND
jaccard,arm64_linux_clang,arm64_linux_clang,amd64_linux_clang,amd64_linux_clang,1.000000,1.000000,FOUND
jaccard,arm64_linux_gcc,arm64_linux_gcc,amd64_linux_gcc,amd64_linux_gcc,1.000000,1.000000,FOUND
jaccard,arm64_linux_go,arm64_linux_go,amd64_linux_go,amd64_linux_go,1.000000,1.000000,FOUND
jaccard,arm64_linux_rs-pure,arm64_linux_rs-pure,amd64_linux_rs-pure,amd64_linux_rs-pure,1.000000,1.000000,FOUND
jaccard,arm64_linux_rs-sys,arm64_linux_rs-sys,amd64_linux_rs-sys,amd64_linux_rs-sys,1.000000,1.000000,FOUND
jaccard,arm64_linux_tgo,arm64_linux_tgo,amd64_linux_tgo,amd64_linux_tgo,1.000000,1.000000,FOUND
jaccard,arm64_windows_clang,arm64_windows_clang,amd64_windows_clang,amd64_windows_clang,1.000000,1.000000,FOUND
jaccard,arm64_windows_gcc,arm64_windows_gcc,amd64_windows_gcc,amd64_windows_gcc,1.000000,1.000000,FOUND
jaccard,arm64_windows_go,arm64_windows_go,amd64_windows_go,amd64_windows_go,1.000000,1.000000,FOUND
jaccard,arm64_windows_msvc,arm64_windows_msvc,amd64_windows_msvc,amd64_windows_msvc,1.000000,1.000000,FOUND
jaccard,arm64_windows_rs-pure,arm64_windows_rs-pure,amd64_windows_rs-pure,amd64_windows_rs-pure,1.000000,1.000000,FOUND
jaccard,arm64_windows_rs-sys,arm64_windows_rs-sys,amd64_windows_rs-sys,amd64_windows_rs-sys,1.000000,1.000000,FOUND
