id,ta,,,tb,,,cosin,dic,euclidea,jaccar,lc,levenshtei,simpso,weighted-jaccar
424,amd64,windows,rs-pure,amd64,windows,rs-sys,0.987682,0.986525,0.983132,0.984585,0.981404,0.978567,0.989961,0.980208
425,amd64,windows,rs-pure,arm64,darwin,clang,0.011823,0.011414,0.010095,0.010489,0.00768,0.006135,0.012598,0.008293
426,amd64,windows,rs-pure,arm64,darwin,gcc,0.011071,0.010705,0.009418,0.009842,0.007058,0.005582,0.011811,0.007664
427,amd64,windows,rs-pure,arm64,darwin,go,0.41133,0.390876,0.288898,0.335548,0.207651,0.148873,0.479724,0.221149
428,amd64,windows,rs-pure,arm64,darwin,rs-pure,0.565015,0.564974,0.480961,0.517739,0.427106,0.3468,0.640354,0.419148
429,amd64,windows,rs-pure,arm64,darwin,rs-sys,0.559845,0.559367,0.476974,0.513078,0.422981,0.343167,0.632677,0.41583
430,amd64,windows,rs-pure,arm64,darwin,tgo,0.08555,0.082886,0.072622,0.07544,0.052011,0.039688,0.09311,0.059186
431,amd64,windows,rs-pure,arm64,linux,clang,0.01287,0.012644,0.011019,0.011644,0.008362,0.006587,0.013976,0.009065
432,amd64,windows,rs-pure,arm64,linux,gcc,0.01531,0.014909,0.01293,0.013559,0.009673,0.007562,0.016732,0.010441
433,amd64,windows,rs-pure,arm64,linux,go,0.423712,0.400513,0.32781,0.345289,0.245985,0.182144,0.487192,0.254278
434,amd64,windows,rs-pure,arm64,linux,rs-pure,0.567609,0.568505,0.48331,0.518659,0.425769,0.342553,0.649213,0.417018
435,amd64,windows,rs-pure,arm64,linux,rs-sys,0.561397,0.561834,0.47849,0.513174,0.421113,0.338592,0.639764,0.41347
436,amd64,windows,rs-pure,arm64,linux,tgo,0.111194,0.109411,0.092423,0.098145,0.068928,0.052525,0.126181,0.074698
437,amd64,windows,rs-pure,arm64,windows,clang,0.430131,0.408199,0.353449,0.357819,0.279024,0.211971,0.486024,0.284411
438,amd64,windows,rs-pure,arm64,windows,go,0.307251,0.291398,0.242761,0.256823,0.169637,0.124843,0.341142,0.18736
439,amd64,windows,rs-pure,arm64,windows,msvc,0.124982,0.119953,0.105838,0.108454,0.081027,0.063109,0.136417,0.086774
440,amd64,windows,rs-pure,arm64,windows,rs-pure,0.880337,0.87075,0.826749,0.847467,0.766934,0.692314,0.899606,0.798124
441,amd64,windows,rs-pure,arm64,windows,rs-sys,0.86836,0.859004,0.815324,0.835964,0.755317,0.681638,0.887795,0.786203
442,amd64,windows,rs-sys,arm64,darwin,clang,0.011959,0.011572,0.010242,0.010673,0.007808,0.006219,0.012726,0.008466
443,amd64,windows,rs-sys,arm64,darwin,gcc,0.011207,0.01086,0.009551,0.010026,0.007172,0.005652,0.011931,0.007824
444,amd64,windows,rs-sys,arm64,darwin,go,0.415179,0.394417,0.290284,0.338368,0.20936,0.150272,0.484589,0.222147
445,amd64,windows,rs-sys,arm64,darwin,rs-pure,0.569139,0.569204,0.482813,0.52074,0.427252,0.346808,0.646848,0.419444
446,amd64,windows,rs-sys,arm64,darwin,rs-sys,0.564452,0.564358,0.480522,0.517334,0.427175,0.347624,0.639093,0.419089
447,amd64,windows,rs-sys,arm64,darwin,tgo,0.086743,0.084011,0.073782,0.076677,0.052839,0.040691,0.094054,0.060239
448,amd64,windows,rs-sys,arm64,linux,clang,0.013012,0.012835,0.011158,0.011867,0.008544,0.006746,0.014118,0.009208
449,amd64,windows,rs-sys,arm64,linux,gcc,0.015486,0.015092,0.013141,0.01375,0.009878,0.007735,0.016902,0.010713
450,amd64,windows,rs-sys,arm64,linux,go,0.427517,0.404122,0.329565,0.348302,0.248194,0.184156,0.492138,0.25566
451,amd64,windows,rs-sys,arm64,linux,rs-pure,0.571849,0.572865,0.48506,0.521785,0.426214,0.342882,0.655796,0.417335
452,amd64,windows,rs-sys,arm64,linux,rs-sys,0.566024,0.566869,0.482195,0.517454,0.425458,0.343153,0.646252,0.416701
453,amd64,windows,rs-sys,arm64,linux,tgo,0.11268,0.110857,0.093889,0.099649,0.070069,0.053787,0.127461,0.076075
454,amd64,windows,rs-sys,arm64,windows,clang,0.434974,0.413165,0.357703,0.362614,0.282577,0.215009,0.490952,0.288321
455,amd64,windows,rs-sys,arm64,windows,go,0.31016,0.294259,0.244143,0.259351,0.171266,0.126381,0.344601,0.188578
456,amd64,windows,rs-sys,arm64,windows,msvc,0.126493,0.12133,0.107369,0.109696,0.082265,0.064375,0.137801,0.088283
457,amd64,windows,rs-sys,arm64,windows,rs-pure,0.888433,0.878569,0.832687,0.854278,0.770406,0.694186,0.908729,0.802003
458,amd64,windows,rs-sys,arm64,windows,rs-sys,0.877603,0.868338,0.824678,0.845371,0.76582,0.691764,0.896799,0.796511
459,arm64,darwin,clang,arm64,darwin,gcc,0.933034,0.92769,0.901251,0.918869,0.885249,0.853842,0.9375,0.884453
460,arm64,darwin,clang,arm64,darwin,go,0.024437,0.023163,0.02026,0.020909,0.015167,0.011716,0.026262,0.016022
461,arm64,darwin,clang,arm64,darwin,rs-pure,0.018395,0.01785,0.015523,0.016442,0.011802,0.009323,0.019674,0.012639
462,arm64,darwin,clang,arm64,darwin,rs-sys,0.018649,0.018133,0.015772,0.016758,0.012155,0.009565,0.019913,0.012941
463,arm64,darwin,clang,arm64,darwin,tgo,0.123955,0.116662,0.101914,0.103806,0.07676,0.05864,0.135307,0.080861
464,arm64,darwin,clang,arm64,linux,clang,0.829422,0.841597,0.749757,0.802556,0.704829,0.628866,0.901408,0.70737
465,arm64,darwin,clang,arm64,linux,gcc,0.685072,0.654152,0.576415,0.590975,0.475669,0.373312,0.752941,0.491959
466,arm64,darwin,clang,arm64,linux,go,0.024157,0.023288,0.020276,0.021309,0.015409,0.012171,0.025859,0.016594
467,arm64,darwin,clang,arm64,linux,rs-pure,0.018188,0.017635,0.015465,0.016246,0.011831,0.009526,0.019406,0.012648
468,arm64,darwin,clang,arm64,linux,rs-sys,0.01848,0.017964,0.015746,0.016605,0.012124,0.009739,0.019692,0.01297
469,arm64,darwin,clang,arm64,linux,tgo,0.092603,0.08803,0.07649,0.079475,0.057938,0.045952,0.099844,0.060885
470,arm64,darwin,clang,arm64,windows,clang,0.024912,0.0249,0.021781,0.024057,0.019294,0.01643,0.025921,0.019713
471,arm64,darwin,clang,arm64,windows,go,0.034526,0.032559,0.029294,0.029379,0.022218,0.017641,0.03693,0.023937
472,arm64,darwin,clang,arm64,windows,msvc,0.08743,0.084679,0.073246,0.078546,0.059158,0.047405,0.092352,0.062355
473,arm64,darwin,clang,arm64,windows,rs-pure,0.01318,0.012763,0.011347,0.011803,0.008728,0.006881,0.014004,0.009384
474,arm64,darwin,clang,arm64,windows,rs-sys,0.013385,0.012936,0.011561,0.011966,0.008934,0.007014,0.014191,0.009631
475,arm64,darwin,gcc,arm64,darwin,go,0.022874,0.021647,0.01893,0.019483,0.013952,0.010681,0.02462,0.01483
476,arm64,darwin,gcc,arm64,darwin,rs-pure,0.017212,0.016659,0.014512,0.015285,0.010794,0.008426,0.018445,0.011705
477,arm64,darwin,gcc,arm64,darwin,rs-sys,0.017462,0.016913,0.014745,0.015561,0.011082,0.008621,0.018668,0.012014
478,arm64,darwin,gcc,arm64,darwin,tgo,0.115813,0.109277,0.09525,0.097042,0.07062,0.053775,0.12685,0.075133
479,arm64,darwin,gcc,arm64,linux,clang,0.786678,0.79442,0.701494,0.756775,0.656742,0.581434,0.84507,0.661769
480,arm64,darwin,gcc,arm64,linux,gcc,0.644345,0.620435,0.548788,0.561502,0.447939,0.350825,0.705882,0.469431
481,arm64,darwin,gcc,arm64,linux,go,0.022579,0.021733,0.018935,0.019812,0.014186,0.01112,0.024242,0.015366
482,arm64,darwin,gcc,arm64,linux,rs-pure,0.01702,0.016465,0.014451,0.015111,0.010881,0.008642,0.018193,0.011724
483,arm64,darwin,gcc,arm64,linux,rs-sys,0.017304,0.016766,0.014737,0.015436,0.011192,0.008833,0.018462,0.012066
484,arm64,darwin,gcc,arm64,linux,tgo,0.086658,0.082345,0.071434,0.074138,0.053205,0.041377,0.093604,0.056778
485,arm64,darwin,gcc,arm64,windows,clang,0.023269,0.023125,0.020229,0.022159,0.01763,0.014681,0.024301,0.018251
486,arm64,darwin,gcc,arm64,windows,go,0.032298,0.030494,0.027343,0.02748,0.020435,0.016161,0.034622,0.022136
487,arm64,darwin,gcc,arm64,windows,msvc,0.081571,0.079257,0.068127,0.07339,0.054415,0.043268,0.08658,0.057581
488,arm64,darwin,gcc,arm64,windows,rs-pure,0.012328,0.011896,0.010575,0.01095,0.008008,0.006249,0.013129,0.008697
489,arm64,darwin,gcc,arm64,windows,rs-sys,0.012527,0.012055,0.010777,0.011097,0.008174,0.006348,0.013304,0.008926
490,arm64,darwin,go,arm64,darwin,rs-pure,0.584062,0.620361,0.4472,0.537074,0.31726,0.228579,0.749155,0.347777
491,arm64,darwin,go,arm64,darwin,rs-sys,0.590353,0.626695,0.449324,0.542055,0.319964,0.230478,0.758245,0.349829
492,arm64,darwin,go,arm64,darwin,tgo,0.172938,0.171037,0.143717,0.15437,0.101371,0.076993,0.194091,0.113535
493,arm64,darwin,go,arm64,linux,clang,0.027025,0.025989,0.02301,0.023706,0.017332,0.013782,0.029134,0.018679
494,arm64,darwin,go,arm64,linux,gcc,0.0323,0.031063,0.027064,0.028298,0.020337,0.016059,0.034879,0.021619
495,arm64,darwin,go,arm64,linux,go,0.840673,0.905342,0.686686,0.84855,0.605151,0.475744,0.984646,0.587629
496,arm64,darwin,go,arm64,linux,rs-pure,0.574294,0.609172,0.439067,0.526388,0.311821,0.225918,0.738933,0.340227
497,arm64,darwin,go,arm64,linux,rs-sys,0.581876,0.616788,0.442577,0.532405,0.315465,0.228544,0.749846,0.343323
498,arm64,darwin,go,arm64,linux,tgo,0.232504,0.227977,0.192156,0.204274,0.140922,0.107713,0.263028,0.151866
499,arm64,darwin,go,arm64,windows,clang,0.782206,0.770947,0.521906,0.651546,0.383126,0.27678,0.984103,0.402086
500,arm64,darwin,go,arm64,windows,go,0.635126,0.667572,0.535606,0.632774,0.446428,0.352256,0.71112,0.450911
501,arm64,darwin,go,arm64,windows,msvc,0.25177,0.242777,0.205252,0.214448,0.153244,0.118339,0.284366,0.161289
502,arm64,darwin,go,arm64,windows,rs-pure,0.45684,0.436605,0.315903,0.376327,0.22957,0.165548,0.53326,0.24295
503,arm64,darwin,go,arm64,windows,rs-sys,0.462905,0.44149,0.318244,0.380136,0.232296,0.167451,0.540355,0.24489
504,arm64,darwin,rs-pure,arm64,darwin,rs-sys,0.984988,0.983955,0.980281,0.981632,0.977179,0.97437,0.988011,0.976799
505,arm64,darwin,rs-pure,arm64,darwin,tgo,0.136276,0.132866,0.117139,0.1231,0.084869,0.066585,0.145404,0.097235
506,arm64,darwin,rs-pure,arm64,linux,clang,0.02026,0.019823,0.017282,0.018329,0.013187,0.010564,0.021826,0.01428
507,arm64,darwin,rs-pure,arm64,linux,gcc,0.024154,0.023361,0.020472,0.021317,0.015574,0.012397,0.02613,0.016774
508,arm64,darwin,rs-pure,arm64,linux,go,0.64943,0.638574,0.522646,0.557155,0.377313,0.280963,0.760818,0.403562
509,arm64,darwin,rs-pure,arm64,linux,rs-pure,0.966136,0.961796,0.925617,0.944357,0.885099,0.831839,0.986355,0.902183
510,arm64,darwin,rs-pure,arm64,linux,rs-sys,0.973633,0.966752,0.926836,0.945874,0.882669,0.826768,0.999078,0.898486
511,arm64,darwin,rs-pure,arm64,linux,tgo,0.177917,0.17671,0.150483,0.161679,0.113277,0.089613,0.197049,0.12412
512,arm64,darwin,rs-pure,arm64,windows,clang,0.66346,0.644109,0.544419,0.568059,0.418982,0.320295,0.758992,0.431586
513,arm64,darwin,rs-pure,arm64,windows,go,0.471073,0.46223,0.385105,0.411458,0.261677,0.191953,0.532739,0.295954
514,arm64,darwin,rs-pure,arm64,windows,msvc,0.196189,0.189404,0.165468,0.172282,0.126076,0.098496,0.213034,0.13539
515,arm64,darwin,rs-pure,arm64,windows,rs-pure,0.620885,0.625295,0.54211,0.575794,0.50153,0.427243,0.711816,0.487449
516,arm64,darwin,rs-pure,arm64,windows,rs-sys,0.626968,0.631136,0.544046,0.579686,0.501498,0.426589,0.721286,0.486916
517,arm64,darwin,rs-sys,arm64,darwin,tgo,0.137949,0.134479,0.118512,0.124595,0.085795,0.067313,0.147169,0.098416
518,arm64,darwin,rs-sys,arm64,linux,clang,0.020515,0.020157,0.017471,0.018716,0.013409,0.010721,0.022091,0.014442
519,arm64,darwin,rs-sys,arm64,linux,gcc,0.024461,0.023724,0.020733,0.021716,0.015834,0.012642,0.026447,0.017012
520,arm64,darwin,rs-sys,arm64,linux,go,0.655187,0.645277,0.525039,0.562543,0.380851,0.283765,0.770068,0.405849
521,arm64,darwin,rs-sys,arm64,linux,rs-pure,0.953941,0.949324,0.911689,0.931201,0.870259,0.816771,0.97453,0.886405
522,arm64,darwin,rs-sys,arm64,linux,rs-sys,0.967443,0.963162,0.926477,0.945076,0.886929,0.834095,0.988923,0.902451
523,arm64,darwin,rs-sys,arm64,linux,tgo,0.180147,0.178888,0.152423,0.163693,0.114701,0.090668,0.19944,0.125812
524,arm64,darwin,rs-sys,arm64,windows,clang,0.671745,0.652595,0.551311,0.575871,0.42508,0.325305,0.768202,0.437768
525,arm64,darwin,rs-sys,arm64,windows,go,0.475843,0.467382,0.387516,0.415749,0.264214,0.193889,0.539203,0.297879
526,arm64,darwin,rs-sys,arm64,windows,msvc,0.198624,0.191942,0.167448,0.174722,0.127859,0.100003,0.215619,0.137138
527,arm64,darwin,rs-sys,arm64,windows,rs-pure,0.615426,0.618778,0.538175,0.569926,0.495941,0.421529,0.703282,0.482652
528,arm64,darwin,rs-sys,arm64,windows,rs-sys,0.622108,0.626104,0.542656,0.576439,0.502623,0.428772,0.712639,0.487799
529,arm64,darwin,tgo,arm64,linux,clang,0.136532,0.131291,0.114634,0.118293,0.086519,0.067405,0.150106,0.092174
530,arm64,darwin,tgo,arm64,linux,gcc,0.163384,0.1595,0.135347,0.144838,0.101206,0.079544,0.179704,0.108449
531,arm64,darwin,tgo,arm64,linux,go,0.174474,0.170869,0.14872,0.155853,0.106834,0.08331,0.191111,0.120644
532,arm64,darwin,tgo,arm64,linux,rs-pure,0.134792,0.131239,0.116015,0.121716,0.084267,0.066228,0.14342,0.096531
533,arm64,darwin,tgo,arm64,linux,rs-sys,0.136757,0.133196,0.117658,0.123541,0.085419,0.067238,0.145538,0.097867
534,arm64,darwin,tgo,arm64,linux,tgo,0.684412,0.694199,0.600792,0.659455,0.593488,0.527842,0.73791,0.558553
535,arm64,darwin,tgo,arm64,windows,clang,0.17651,0.170818,0.148136,0.155445,0.107191,0.082938,0.191576,0.12027
536,arm64,darwin,tgo,arm64,windows,go,0.246399,0.242268,0.208984,0.220057,0.148432,0.114012,0.272937,0.168238
537,arm64,darwin,tgo,arm64,windows,msvc,0.613254,0.58865,0.500047,0.523062,0.364886,0.278493,0.68254,0.394423
538,arm64,darwin,tgo,arm64,windows,rs-pure,0.095787,0.09304,0.08131,0.085257,0.058939,0.045709,0.103501,0.066509
539,arm64,darwin,tgo,arm64,windows,rs-sys,0.097321,0.094643,0.082826,0.086979,0.060037,0.046885,0.104878,0.067826
540,arm64,linux,clang,arm64,linux,gcc,0.783413,0.759611,0.67262,0.70614,0.567918,0.466857,0.835294,0.592821
541,arm64,linux,clang,arm64,linux,go,0.026438,0.026039,0.022671,0.024013,0.017434,0.01392,0.028687,0.018695
542,arm64,linux,clang,arm64,linux,rs-pure,0.020144,0.019782,0.017503,0.018455,0.013733,0.011383,0.021528,0.014695
543,arm64,linux,clang,arm64,linux,rs-sys,0.020453,0.020177,0.017782,0.018901,0.013985,0.011613,0.021846,0.014958
544,arm64,linux,clang,arm64,linux,tgo,0.102695,0.098501,0.085938,0.089612,0.065782,0.051827,0.110764,0.070137
545,arm64,linux,clang,arm64,windows,clang,0.027102,0.027483,0.023635,0.02644,0.020691,0.017435,0.028757,0.020969
546,arm64,linux,clang,arm64,windows,go,0.037963,0.036714,0.032294,0.033573,0.024734,0.019741,0.040969,0.026588
547,arm64,linux,clang,arm64,windows,msvc,0.095484,0.094291,0.081377,0.087865,0.065589,0.053059,0.102453,0.068774
548,arm64,linux,clang,arm64,windows,rs-pure,0.014411,0.014192,0.012342,0.013178,0.009563,0.007632,0.015536,0.010241
549,arm64,linux,clang,arm64,windows,rs-sys,0.01461,0.01444,0.012531,0.013456,0.009747,0.007757,0.015743,0.010439
550,arm64,linux,gcc,arm64,linux,go,0.031436,0.031109,0.026493,0.028637,0.020379,0.016117,0.034343,0.021689
551,arm64,linux,gcc,arm64,linux,rs-pure,0.023981,0.023348,0.020525,0.021515,0.015768,0.012832,0.025773,0.017054
552,arm64,linux,gcc,arm64,linux,rs-sys,0.024351,0.023786,0.02083,0.021992,0.016036,0.013035,0.026154,0.017367
553,arm64,linux,gcc,arm64,linux,tgo,0.122784,0.118234,0.101755,0.107577,0.076174,0.059433,0.132605,0.081455
554,arm64,linux,gcc,arm64,windows,clang,0.032355,0.032091,0.027273,0.030208,0.021332,0.017044,0.034427,0.023283
555,arm64,linux,gcc,arm64,windows,go,0.044939,0.044176,0.037895,0.040488,0.028931,0.02284,0.049048,0.030751
556,arm64,linux,gcc,arm64,windows,msvc,0.114061,0.112961,0.09426,0.105279,0.074335,0.058947,0.122655,0.079474
557,arm64,linux,gcc,arm64,windows,rs-pure,0.01726,0.016894,0.014607,0.0156,0.011187,0.008887,0.0186,0.011989
558,arm64,linux,gcc,arm64,windows,rs-sys,0.017496,0.017181,0.014824,0.015915,0.011372,0.009047,0.018847,0.012197
559,arm64,linux,go,arm64,linux,rs-pure,0.642462,0.627923,0.51533,0.547103,0.373892,0.279269,0.750438,0.396775
560,arm64,linux,go,arm64,linux,rs-sys,0.649363,0.635857,0.519327,0.553368,0.378408,0.282762,0.761538,0.400112
561,arm64,linux,go,arm64,linux,tgo,0.22861,0.226222,0.191269,0.203317,0.143318,0.111401,0.25899,0.155108
562,arm64,linux,go,arm64,windows,clang,0.836428,0.786404,0.610436,0.669536,0.449394,0.335201,0.996219,0.475791
563,arm64,linux,go,arm64,windows,go,0.695028,0.691941,0.674209,0.68528,0.657699,0.640544,0.700202,0.658226
564,arm64,linux,go,arm64,windows,msvc,0.25318,0.240635,0.214713,0.213889,0.161368,0.125919,0.28,0.17314
565,arm64,linux,go,arm64,windows,rs-pure,0.465633,0.446346,0.356431,0.38604,0.271792,0.203665,0.541563,0.277262
566,arm64,linux,go,arm64,windows,rs-sys,0.471286,0.451598,0.359028,0.390363,0.275045,0.206404,0.54878,0.279536
567,arm64,linux,rs-pure,arm64,linux,rs-sys,0.982673,0.981857,0.977958,0.979589,0.975302,0.972463,0.985446,0.974517
568,arm64,linux,rs-pure,arm64,linux,tgo,0.17635,0.174735,0.148727,0.160145,0.11293,0.089485,0.19436,0.122706
569,arm64,linux,rs-pure,arm64,windows,clang,0.655454,0.633363,0.538965,0.557067,0.41603,0.319147,0.748636,0.427011
570,arm64,linux,rs-pure,arm64,windows,go,0.466774,0.455586,0.380603,0.405423,0.259599,0.191086,0.52547,0.292258
571,arm64,linux,rs-pure,arm64,windows,msvc,0.193463,0.18607,0.163067,0.168803,0.124685,0.097414,0.210127,0.133178
572,arm64,linux,rs-pure,arm64,windows,rs-pure,0.623582,0.630379,0.544013,0.57893,0.518809,0.45216,0.721663,0.486059
573,arm64,linux,rs-pure,arm64,windows,rs-sys,0.629758,0.636422,0.545857,0.582923,0.517839,0.449962,0.731264,0.485261
574,arm64,linux,rs-sys,arm64,linux,tgo,0.179006,0.177407,0.150993,0.16266,0.114895,0.091134,0.197231,0.124744
575,arm64,linux,rs-sys,arm64,windows,clang,0.664981,0.642872,0.546835,0.565496,0.422742,0.324221,0.759692,0.433685
576,arm64,linux,rs-sys,arm64,windows,go,0.47276,0.461803,0.384223,0.410654,0.262951,0.193589,0.533231,0.295065
577,arm64,linux,rs-sys,arm64,windows,msvc,0.196387,0.188935,0.16546,0.171471,0.126556,0.098948,0.213231,0.135161
578,arm64,linux,rs-sys,arm64,windows,rs-pure,0.616787,0.622854,0.538816,0.572381,0.51143,0.444039,0.71116,0.480198
579,arm64,linux,rs-sys,arm64,windows,rs-sys,0.623617,0.630314,0.543459,0.579019,0.518416,0.451846,0.720621,0.485322
580,arm64,linux,tgo,arm64,windows,clang,0.230199,0.226844,0.189638,0.203665,0.144582,0.112781,0.259619,0.154694
581,arm64,linux,tgo,arm64,windows,go,0.315173,0.314221,0.259119,0.279473,0.186339,0.14123,0.369879,0.203298
582,arm64,linux,tgo,arm64,windows,msvc,0.786133,0.773858,0.634185,0.675566,0.483858,0.371946,0.924964,0.498307
583,arm64,linux,tgo,arm64,windows,rs-pure,0.124017,0.12255,0.103383,0.110474,0.078256,0.060166,0.140263,0.083723
584,arm64,linux,tgo,arm64,windows,rs-sys,0.126098,0.124602,0.105321,0.112566,0.079835,0.061725,0.142129,0.085523
585,arm64,windows,clang,arm64,windows,go,0.62658,0.592525,0.451278,0.518063,0.31939,0.235059,0.701904,0.351555
586,arm64,windows,clang,arm64,windows,msvc,0.27912,0.277728,0.275212,0.275578,0.269875,0.265844,0.28068,0.271073
587,arm64,windows,clang,arm64,windows,rs-pure,0.476485,0.453903,0.389991,0.399185,0.311307,0.237938,0.540263,0.312764
588,arm64,windows,clang,arm64,windows,rs-sys,0.483433,0.460811,0.39611,0.405697,0.316272,0.242501,0.54745,0.318107
589,arm64,windows,go,arm64,windows,msvc,0.35411,0.331586,0.294457,0.290523,0.213266,0.162268,0.399885,0.230125
590,arm64,windows,go,arm64,windows,rs-pure,0.339258,0.325666,0.26464,0.288383,0.187651,0.138469,0.379212,0.204395
591,arm64,windows,go,arm64,windows,rs-sys,0.343565,0.329755,0.266577,0.291963,0.190055,0.14062,0.384257,0.206227
592,arm64,windows,msvc,arm64,windows,rs-pure,0.139936,0.13457,0.118853,0.122637,0.092133,0.073313,0.151641,0.098007
593,arm64,windows,msvc,arm64,windows,rs-sys,0.141972,0.136527,0.120835,0.12445,0.09367,0.074807,0.153659,0.099853
594,arm64,windows,rs-pure,arm64,windows,rs-sys,0.984452,0.983389,0.97998,0.981415,0.978215,0.975413,0.986871,0.97706
595,amd64,darwin,clang,amd64,darwin,clang,1,1,1,1,1,1,1,1
596,amd64,darwin,gcc,amd64,darwin,gcc,1,1,1,1,1,1,1,1
597,amd64,darwin,go,amd64,darwin,go,1,1,1,1,1,1,1,1
598,amd64,darwin,rs-pure,amd64,darwin,rs-pure,1,1,1,1,1,1,1,1
599,amd64,darwin,rs-sys,amd64,darwin,rs-sys,1,1,1,1,1,1,1,1
600,amd64,darwin,tgo,amd64,darwin,tgo,1,1,1,1,1,1,1,1
601,amd64,linux,clang,amd64,linux,clang,1,1,1,1,1,1,1,1
602,amd64,linux,gcc,amd64,linux,gcc,1,1,1,1,1,1,1,1
603,amd64,linux,go,amd64,linux,go,1,1,1,1,1,1,1,1
604,amd64,linux,rs-pure,amd64,linux,rs-pure,1,1,1,1,1,1,1,1
605,amd64,linux,rs-sys,amd64,linux,rs-sys,1,1,1,1,1,1,1,1
606,amd64,linux,tgo,amd64,linux,tgo,1,1,1,1,1,1,1,1
607,amd64,windows,clang,amd64,windows,clang,1,1,1,1,1,1,1,1
608,amd64,windows,gcc,amd64,windows,gcc,1,1,1,1,1,1,1,1
609,amd64,windows,go,amd64,windows,go,1,1,1,1,1,1,1,1
610,amd64,windows,msvc,amd64,windows,msvc,1,1,1,1,1,1,1,1
611,amd64,windows,rs-pure,amd64,windows,rs-pure,1,1,1,1,1,1,1,1
612,amd64,windows,rs-sys,amd64,windows,rs-sys,1,1,1,1,1,1,1,1
613,arm64,darwin,clang,arm64,darwin,clang,1,1,1,1,1,1,1,1
614,arm64,darwin,gcc,arm64,darwin,gcc,1,1,1,1,1,1,1,1
615,arm64,darwin,go,arm64,darwin,go,1,1,1,1,1,1,1,1
616,arm64,darwin,rs-pure,arm64,darwin,rs-pure,1,1,1,1,1,1,1,1
617,arm64,darwin,rs-sys,arm64,darwin,rs-sys,1,1,1,1,1,1,1,1
618,arm64,darwin,tgo,arm64,darwin,tgo,1,1,1,1,1,1,1,1
619,arm64,linux,clang,arm64,linux,clang,1,1,1,1,1,1,1,1
620,arm64,linux,gcc,arm64,linux,gcc,1,1,1,1,1,1,1,1
621,arm64,linux,go,arm64,linux,go,1,1,1,1,1,1,1,1
622,arm64,linux,rs-pure,arm64,linux,rs-pure,1,1,1,1,1,1,1,1
623,arm64,linux,rs-sys,arm64,linux,rs-sys,1,1,1,1,1,1,1,1
624,arm64,linux,tgo,arm64,linux,tgo,1,1,1,1,1,1,1,1
625,arm64,windows,clang,arm64,windows,clang,1,1,1,1,1,1,1,1
626,arm64,windows,go,arm64,windows,go,1,1,1,1,1,1,1,1
627,arm64,windows,msvc,arm64,windows,msvc,1,1,1,1,1,1,1,1
628,arm64,windows,rs-pure,arm64,windows,rs-pure,1,1,1,1,1,1,1,1
629,arm64,windows,rs-sys,arm64,windows,rs-sys,1,1,1,1,1,1,1,1
,,,,,,,1.5546E+13,1.22631E+13,1.42355E+13,1.27587E+13,1.09224E+14,1.27427E+14,1.27206E+13,1.39311E+13
